GANTRYID,VEHICLEPLATE,VEHICLETYPE,TRANSTIME
G005,鲁Q40594_1,B2,01/06/2022 11:07:04
G006,鲁Q40594_1,B2,01/06/2022 11:10:08
G007,鲁Q40594_1,B2,01/06/2022 11:14:21
G008,鲁Q40594_1,B2,01/06/2022 11:17:11
G009,鲁Q40594_1,B2,01/06/2022 11:18:59
G010,鲁Q40594_1,B2,01/06/2022 11:22:47
G011,鲁Q40594_1,B2,01/06/2022 11:24:32
G005,鲁Q40594_1,B2,04/06/2022 15:13:00
G006,鲁Q40594_1,B2,04/06/2022 15:16:58
G007,鲁Q40594_1,B2,04/06/2022 15:19:53
G008,鲁Q40594_1,B2,04/06/2022 15:23:25
G009,鲁Q40594_1,B2,04/06/2022 15:26:42
G001,粤Y63454_2,B1,01/06/2022 14:24:00
G002,粤Y63454_2,B1,01/06/2022 14:24:52
G003,粤Y63454_2,B1,01/06/2022 14:26:18
G004,粤Y63454_2,B1,01/06/2022 14:28:18
G005,粤Y63454_2,B1,01/06/2022 14:31:10
G006,粤Y63454_2,B1,01/06/2022 14:35:37
G007,粤Y63454_2,B1,01/06/2022 14:37:30
G008,粤Y63454_2,B1,01/06/2022 14:40:42
G009,粤Y63454_2,B1,01/06/2022 14:42:34
G010,粤Y63454_2,B1,01/06/2022 14:47:39
G011,粤Y63454_2,B1,01/06/2022 14:49:26
G001,粤Y63454_2,B1,03/06/2022 21:34:00
G002,粤Y63454_2,B1,03/06/2022 21:35:02
G003,粤Y63454_2,B1,03/06/2022 21:36:43
G004,粤Y63454_2,B1,03/06/2022 21:38:34
G005,粤Y63454_2,B1,03/06/2022 21:40:30
G006,粤Y63454_2,B1,03/06/2022 21:43:19
G007,粤Y63454_2,B1,03/06/2022 21:44:59
G008,粤Y63454_2,B1,03/06/2022 21:50:48
G009,粤Y63454_2,B1,03/06/2022 21:53:32
G010,粤Y63454_2,B1,03/06/2022 21:57:17
G011,粤Y63454_2,B1,03/06/2022 21:58:59
G003,粤Y63454_2,B1,04/06/2022 23:09:00
G004,粤Y63454_2,B1,04/06/2022 23:11:22
G005,粤Y63454_2,B1,04/06/2022 23:12:34
G006,粤Y63454_2,B1,04/06/2022 23:16:47
G007,粤Y63454_2,B1,04/06/2022 23:18:53
G008,粤Y63454_2,B1,04/06/2022 23:21:25
G001,沪S95317_1,T1,01/06/2022 12:08:00
G002,沪S95317_1,T1,01/06/2022 12:08:44
G003,沪S95317_1,T1,01/06/2022 12:09:58
G004,沪S95317_1,T1,01/06/2022 12:12:01
G005,沪S95317_1,T1,01/06/2022 12:13:21
G006,沪S95317_1,T1,01/06/2022 12:17:08
G007,沪S95317_1,T1,01/06/2022 12:19:10
G008,沪S95317_1,T1,01/06/2022 12:23:22
G009,沪S95317_1,T1,01/06/2022 12:25:31
G010,沪S95317_1,T1,01/06/2022 12:29:21
G011,沪S95317_1,T1,01/06/2022 12:30:36
G008,沪S95317_1,T1,03/06/2022 07:42:00
G009,沪S95317_1,T1,03/06/2022 07:46:22
G001,沪S95317_1,T1,04/06/2022 13:49:00
G002,沪S95317_1,T1,04/06/2022 13:50:22
G003,沪S95317_1,T1,04/06/2022 13:51:45
G004,沪S95317_1,T1,04/06/2022 13:55:30
G005,沪S95317_1,T1,04/06/2022 13:56:36
G006,沪S95317_1,T1,04/06/2022 14:00:09
G007,沪S95317_1,T1,04/06/2022 14:02:01
G008,沪S95317_1,T1,04/06/2022 14:04:22
G009,沪S95317_1,T1,04/06/2022 14:06:09
G010,沪S95317_1,T1,04/06/2022 14:10:37
G011,沪S95317_1,T1,04/06/2022 14:12:04
G005,沪V55747_1,T3,01/06/2022 21:15:00
G006,沪V55747_1,T3,01/06/2022 21:18:36
G007,沪V55747_1,T3,01/06/2022 21:20:48
G008,沪V55747_1,T3,01/06/2022 21:23:35
G009,沪V55747_1,T3,01/06/2022 21:25:28
G010,沪V55747_1,T3,01/06/2022 21:30:35
G011,沪V55747_1,T3,01/06/2022 21:32:30
G001,沪V55747_1,T3,02/06/2022 14:42:00
G002,沪V55747_1,T3,02/06/2022 14:43:04
G003,沪V55747_1,T3,02/06/2022 14:44:45
G004,沪V55747_1,T3,02/06/2022 14:46:34
G005,沪V55747_1,T3,02/06/2022 14:49:25
G006,沪V55747_1,T3,02/06/2022 14:53:13
G007,沪V55747_1,T3,02/06/2022 14:55:27
G008,沪V55747_1,T3,02/06/2022 14:58:39
G009,沪V55747_1,T3,02/06/2022 15:00:33
G010,沪V55747_1,T3,02/06/2022 15:07:43
G011,沪V55747_1,T3,02/06/2022 15:09:05
G001,沪V55747_1,T3,03/06/2022 21:35:00
G002,沪V55747_1,T3,03/06/2022 21:36:08
G003,沪V55747_1,T3,03/06/2022 21:37:20
G004,沪V55747_1,T3,03/06/2022 21:38:58
G005,沪V55747_1,T3,03/06/2022 21:40:17
G006,沪V55747_1,T3,03/06/2022 21:44:26
G007,沪V55747_1,T3,03/06/2022 21:46:27
G008,沪V55747_1,T3,03/06/2022 21:49:31
G009,沪V55747_1,T3,03/06/2022 21:51:54
G010,沪V55747_1,T3,03/06/2022 21:55:36
G011,沪V55747_1,T3,03/06/2022 21:57:22
G001,沪V55747_1,T3,04/06/2022 06:57:00
G002,沪V55747_1,T3,04/06/2022 06:57:57
G003,沪V55747_1,T3,04/06/2022 06:59:22
G004,沪V55747_1,T3,04/06/2022 07:01:22
G005,沪V55747_1,T3,04/06/2022 07:04:01
G006,沪V55747_1,T3,04/06/2022 07:08:30
G007,沪V55747_1,T3,04/06/2022 07:11:51
G008,沪V55747_1,T3,04/06/2022 07:16:22
G009,沪V55747_1,T3,04/06/2022 07:18:43
G010,沪V55747_1,T3,04/06/2022 07:25:30
G011,沪V55747_1,T3,04/06/2022 07:28:03
G001,渝Z27428_1,B1,01/06/2022 12:14:00
G002,渝Z27428_1,B1,01/06/2022 12:15:05
G003,渝Z27428_1,B1,01/06/2022 12:16:27
G004,渝Z27428_1,B1,01/06/2022 12:18:17
G005,渝Z27428_1,B1,01/06/2022 12:20:22
G006,渝Z27428_1,B1,01/06/2022 12:24:57
G007,渝Z27428_1,B1,01/06/2022 12:26:25
G008,渝Z27428_1,B1,01/06/2022 12:29:42
G009,渝Z27428_1,B1,01/06/2022 12:31:10
G010,渝Z27428_1,B1,01/06/2022 12:34:23
G011,渝Z27428_1,B1,01/06/2022 12:36:14
G007,渝Z27428_1,B1,02/06/2022 09:50:00
G008,渝Z27428_1,B1,02/06/2022 09:55:41
G009,渝Z27428_1,B1,02/06/2022 09:59:05
G010,渝Z27428_1,B1,02/06/2022 10:05:15
G001,渝Z27428_1,B1,03/06/2022 16:20:00
G002,渝Z27428_1,B1,03/06/2022 16:20:46
G003,渝Z27428_1,B1,03/06/2022 16:22:09
G004,渝Z27428_1,B1,03/06/2022 16:23:37
G005,渝Z27428_1,B1,03/06/2022 16:24:55
G006,渝Z27428_1,B1,03/06/2022 16:29:03
G007,渝Z27428_1,B1,03/06/2022 16:30:46
G008,渝Z27428_1,B1,03/06/2022 16:33:14
G009,渝Z27428_1,B1,03/06/2022 16:34:56
G010,渝Z27428_1,B1,03/06/2022 16:38:44
G011,渝Z27428_1,B1,03/06/2022 16:40:39
G007,渝Z27428_1,B1,04/06/2022 20:26:00
G008,渝Z27428_1,B1,04/06/2022 20:34:30
G009,渝Z27428_1,B1,04/06/2022 20:35:54
G010,渝Z27428_1,B1,04/06/2022 20:40:24
G004,苏U63683_0,B1,01/06/2022 19:41:00
G005,苏U63683_0,B1,01/06/2022 19:44:48
G006,苏U63683_0,B1,01/06/2022 19:49:18
G001,苏U63683_0,B1,03/06/2022 17:47:00
G002,苏U63683_0,B1,03/06/2022 17:49:21
G003,苏U63683_0,B1,03/06/2022 17:52:23
G004,苏U63683_0,B1,03/06/2022 17:55:04
G005,苏U63683_0,B1,03/06/2022 17:59:49
G006,苏U63683_0,B1,03/06/2022 18:10:00
G007,苏U63683_0,B1,03/06/2022 18:14:31
G008,苏U63683_0,B1,03/06/2022 18:19:10
G009,苏U63683_0,B1,03/06/2022 18:21:18
G010,苏U63683_0,B1,03/06/2022 18:27:50
G011,苏U63683_0,B1,03/06/2022 18:30:29
G004,川T06350_2,B2,01/06/2022 15:43:00
G005,川T06350_2,B2,01/06/2022 15:44:25
G006,川T06350_2,B2,01/06/2022 15:47:34
G007,川T06350_2,B2,01/06/2022 15:49:21
G008,川T06350_2,B2,01/06/2022 15:52:28
G009,川T06350_2,B2,01/06/2022 15:55:03
G010,川T06350_2,B2,03/06/2022 12:43:00
G011,川T06350_2,B2,03/06/2022 12:44:30
G008,川P53833_2,T2,01/06/2022 09:19:00
G009,川P53833_2,T2,01/06/2022 09:23:02
G010,川P53833_2,T2,01/06/2022 09:29:27
G001,川P53833_2,T2,02/06/2022 13:10:00
G002,川P53833_2,T2,02/06/2022 13:11:31
G003,川P53833_2,T2,02/06/2022 13:12:43
G004,川P53833_2,T2,02/06/2022 13:14:32
G005,川P53833_2,T2,02/06/2022 13:15:53
G006,川P53833_2,T2,02/06/2022 13:19:06
G007,川P53833_2,T2,02/06/2022 13:20:45
G008,川P53833_2,T2,02/06/2022 13:23:28
G009,川P53833_2,T2,02/06/2022 13:24:56
G010,川P53833_2,T2,02/06/2022 13:28:10
G011,川P53833_2,T2,02/06/2022 13:29:35
G007,川P53833_2,T2,03/06/2022 07:47:00
G008,川P53833_2,T2,03/06/2022 07:56:31
G009,川P53833_2,T2,03/06/2022 07:59:24
G010,川P53833_2,T2,03/06/2022 08:10:44
G005,粤J09804_2,B1,01/06/2022 09:45:00
G006,粤J09804_2,B1,01/06/2022 09:49:52
G007,粤J09804_2,B1,01/06/2022 09:52:15
G008,粤J09804_2,B1,01/06/2022 09:56:28
G001,粤J09804_2,B1,03/06/2022 18:02:00
G002,粤J09804_2,B1,03/06/2022 18:04:55
G003,粤J09804_2,B1,03/06/2022 18:07:17
G004,粤J09804_2,B1,03/06/2022 18:11:31
G005,粤J09804_2,B1,03/06/2022 18:13:53
G006,粤J09804_2,B1,03/06/2022 18:18:22
G007,粤J09804_2,B1,03/06/2022 18:20:39
G008,粤J09804_2,B1,03/06/2022 18:27:23
G009,粤J09804_2,B1,03/06/2022 18:30:28
G010,粤J09804_2,B1,03/06/2022 18:41:20
G011,粤J09804_2,B1,03/06/2022 18:44:29
G001,粤J09804_2,B1,04/06/2022 23:44:00
G002,粤J09804_2,B1,04/06/2022 23:44:58
G003,粤J09804_2,B1,04/06/2022 23:45:58
G004,粤J09804_2,B1,04/06/2022 23:47:56
G005,粤J09804_2,B1,04/06/2022 23:49:24
G006,粤J09804_2,B1,04/06/2022 23:53:44
G007,粤J09804_2,B1,04/06/2022 23:55:08
G008,粤J09804_2,B1,04/06/2022 23:57:44
G009,粤J09804_2,B1,05/06/2022 00:00:25
G010,粤J09804_2,B1,05/06/2022 00:04:13
G011,粤J09804_2,B1,05/06/2022 00:05:49
G003,浙Y23306_0,B3,01/06/2022 20:10:00
G004,浙Y23306_0,B3,01/06/2022 20:11:41
G005,浙Y23306_0,B3,01/06/2022 20:13:05
G006,浙Y23306_0,B3,01/06/2022 20:15:48
G007,浙Y23306_0,B3,01/06/2022 20:17:27
G008,浙Y23306_0,B3,01/06/2022 20:20:54
G009,浙Y23306_0,B3,01/06/2022 20:22:24
G010,浙Y23306_0,B3,01/06/2022 20:26:27
G009,浙Y23306_0,B3,02/06/2022 09:40:00
G010,浙Y23306_0,B3,02/06/2022 09:43:31
G011,浙Y23306_0,B3,02/06/2022 09:45:20
G001,浙Y23306_0,B3,03/06/2022 17:55:00
G002,浙Y23306_0,B3,03/06/2022 17:56:40
G003,浙Y23306_0,B3,03/06/2022 17:58:41
G004,浙Y23306_0,B3,03/06/2022 18:02:13
G005,浙Y23306_0,B3,03/06/2022 18:05:08
G006,浙Y23306_0,B3,03/06/2022 18:14:17
G007,浙Y23306_0,B3,03/06/2022 18:17:34
G008,浙Y23306_0,B3,03/06/2022 18:24:29
G009,浙Y23306_0,B3,03/06/2022 18:29:33
G010,浙Y23306_0,B3,03/06/2022 18:42:44
G011,浙Y23306_0,B3,03/06/2022 18:45:13
G006,浙Y23306_0,B3,04/06/2022 10:43:00
G001,苏C66711_2,B2,01/06/2022 09:00:00
G002,苏C66711_2,B2,01/06/2022 09:01:56
G003,苏C66711_2,B2,01/06/2022 09:04:44
G004,苏C66711_2,B2,01/06/2022 09:09:07
G005,苏C66711_2,B2,01/06/2022 09:11:36
G006,苏C66711_2,B2,01/06/2022 09:16:49
G007,苏C66711_2,B2,01/06/2022 09:20:13
G008,苏C66711_2,B2,01/06/2022 09:27:08
G009,苏C66711_2,B2,01/06/2022 09:30:56
G010,苏C66711_2,B2,01/06/2022 09:36:05
G011,苏C66711_2,B2,01/06/2022 09:39:29
G001,苏C66711_2,B2,02/06/2022 16:34:00
G002,苏C66711_2,B2,02/06/2022 16:35:03
G003,苏C66711_2,B2,02/06/2022 16:36:13
G004,苏C66711_2,B2,02/06/2022 16:38:33
G006,苏C66711_2,B2,03/06/2022 18:53:00
G007,苏C66711_2,B2,03/06/2022 18:56:15
G008,苏C66711_2,B2,03/06/2022 19:00:14
G009,苏C66711_2,B2,03/06/2022 19:03:03
G010,苏C66711_2,B2,03/06/2022 19:15:51
G011,苏C66711_2,B2,03/06/2022 19:19:21
G001,粤N66982_1,T1,02/06/2022 09:53:00
G002,粤N66982_1,T1,02/06/2022 09:54:45
G003,粤N66982_1,T1,02/06/2022 09:57:55
G004,粤N66982_1,T1,02/06/2022 10:01:46
G005,粤N66982_1,T1,02/06/2022 10:03:43
G006,粤N66982_1,T1,02/06/2022 10:07:01
G007,粤N66982_1,T1,02/06/2022 10:08:44
G008,粤N66982_1,T1,02/06/2022 10:11:20
G009,粤N66982_1,T1,02/06/2022 10:13:09
G010,粤N66982_1,T1,02/06/2022 10:19:40
G011,粤N66982_1,T1,02/06/2022 10:21:59
G003,鲁W17948_0,B2,01/06/2022 15:33:00
G004,鲁W17948_0,B2,01/06/2022 15:34:26
G005,鲁W17948_0,B2,01/06/2022 15:36:48
G006,鲁W17948_0,B2,01/06/2022 15:41:20
G004,鲁W17948_0,B2,02/06/2022 07:23:00
G005,鲁W17948_0,B2,02/06/2022 07:26:30
G003,京M10163_0,B2,01/06/2022 01:28:00
G004,京M10163_0,B2,01/06/2022 01:29:44
G005,京M10163_0,B2,01/06/2022 01:31:02
G006,京M10163_0,B2,01/06/2022 01:35:02
G007,京M10163_0,B2,01/06/2022 01:36:38
G008,京M10163_0,B2,01/06/2022 01:40:27
G009,京M10163_0,B2,01/06/2022 01:42:41
G006,京M10163_0,B2,02/06/2022 07:24:00
G007,京M10163_0,B2,02/06/2022 07:25:20
G008,京M10163_0,B2,02/06/2022 07:32:13
G001,京M10163_0,B2,03/06/2022 11:06:00
G002,京M10163_0,B2,03/06/2022 11:06:58
G003,京M10163_0,B2,03/06/2022 11:07:58
G004,京M10163_0,B2,03/06/2022 11:09:34
G005,京M10163_0,B2,03/06/2022 11:13:35
G006,京M10163_0,B2,03/06/2022 11:19:03
G007,京M10163_0,B2,03/06/2022 11:21:11
G008,京M10163_0,B2,03/06/2022 11:24:11
G009,京M10163_0,B2,03/06/2022 11:26:30
G010,京M10163_0,B2,03/06/2022 11:32:13
G011,京M10163_0,B2,03/06/2022 11:34:23
G007,京M10163_0,B2,04/06/2022 19:00:00
G008,京M10163_0,B2,04/06/2022 19:03:58
G009,京M10163_0,B2,04/06/2022 19:05:58
G010,京M10163_0,B2,04/06/2022 19:11:48
G011,京M10163_0,B2,04/06/2022 19:13:35
G001,浙K82051_2,B2,01/06/2022 13:02:00
G002,浙K82051_2,B2,01/06/2022 13:03:14
G003,浙K82051_2,B2,01/06/2022 13:04:40
G004,浙K82051_2,B2,01/06/2022 13:07:03
G005,浙K82051_2,B2,01/06/2022 13:08:09
G006,浙K82051_2,B2,01/06/2022 13:10:59
G007,浙K82051_2,B2,01/06/2022 13:13:58
G008,浙K82051_2,B2,01/06/2022 13:17:03
G009,浙K82051_2,B2,01/06/2022 13:19:09
G010,浙K82051_2,B2,01/06/2022 13:25:19
G011,浙K82051_2,B2,01/06/2022 13:27:35
G001,浙K82051_2,B2,02/06/2022 08:25:00
G002,浙K82051_2,B2,02/06/2022 08:26:11
G003,浙K82051_2,B2,02/06/2022 08:28:13
G004,浙K82051_2,B2,02/06/2022 08:31:34
G005,浙K82051_2,B2,02/06/2022 08:35:01
G006,浙K82051_2,B2,02/06/2022 08:41:41
G007,浙K82051_2,B2,02/06/2022 08:45:13
G008,浙K82051_2,B2,02/06/2022 08:54:37
G009,浙K82051_2,B2,02/06/2022 08:57:23
G010,浙K82051_2,B2,02/06/2022 09:06:06
G011,浙K82051_2,B2,02/06/2022 09:08:40
G002,浙K82051_2,B2,03/06/2022 16:18:00
G003,浙K82051_2,B2,03/06/2022 16:18:52
G004,浙K82051_2,B2,03/06/2022 16:20:31
G005,浙K82051_2,B2,03/06/2022 16:24:14
G006,浙K82051_2,B2,03/06/2022 16:28:10
G007,浙K82051_2,B2,03/06/2022 16:29:51
G008,浙K82051_2,B2,03/06/2022 16:32:42
G009,浙K82051_2,B2,03/06/2022 16:35:28
G010,浙K82051_2,B2,03/06/2022 16:38:51
G011,浙K82051_2,B2,03/06/2022 16:41:30
G005,浙K82051_2,B2,04/06/2022 19:59:00
G002,川H35912_1,B1,02/06/2022 14:36:00
G003,川H35912_1,B1,02/06/2022 14:37:05
G004,川H35912_1,B1,02/06/2022 14:39:29
G005,川H35912_1,B1,02/06/2022 14:41:36
G007,川H35912_1,B1,04/06/2022 13:51:00
G008,川H35912_1,B1,04/06/2022 13:54:55
G009,川H35912_1,B1,04/06/2022 13:56:46
G002,渝D35485_1,B1,02/06/2022 17:39:00
G003,渝D35485_1,B1,02/06/2022 17:41:18
G004,渝D35485_1,B1,02/06/2022 17:46:58
G005,渝D35485_1,B1,02/06/2022 17:50:26
G006,渝D35485_1,B1,02/06/2022 17:58:10
G007,渝D35485_1,B1,02/06/2022 18:00:34
G008,渝D35485_1,B1,02/06/2022 18:08:18
G009,渝D35485_1,B1,02/06/2022 18:11:39
G010,渝D35485_1,B1,02/06/2022 18:22:10
G011,渝D35485_1,B1,02/06/2022 18:26:51
G002,渝D35485_1,B1,04/06/2022 00:52:00
G003,渝D35485_1,B1,04/06/2022 00:52:58
G004,渝D35485_1,B1,04/06/2022 00:54:27
G005,渝D35485_1,B1,04/06/2022 00:55:51
G006,渝D35485_1,B1,04/06/2022 00:58:57
G007,渝D35485_1,B1,04/06/2022 01:00:47
G008,渝D35485_1,B1,04/06/2022 01:03:58
G009,渝D35485_1,B1,04/06/2022 01:05:50
G001,粤U62171_0,B1,01/06/2022 17:02:00
G002,粤U62171_0,B1,01/06/2022 17:03:30
G003,粤U62171_0,B1,01/06/2022 17:05:43
G004,粤U62171_0,B1,01/06/2022 17:09:01
G005,粤U62171_0,B1,01/06/2022 17:12:49
G006,粤U62171_0,B1,01/06/2022 17:18:09
G007,粤U62171_0,B1,01/06/2022 17:21:32
G008,粤U62171_0,B1,01/06/2022 17:25:35
G009,粤U62171_0,B1,01/06/2022 17:29:14
G010,粤U62171_0,B1,01/06/2022 17:39:42
G011,粤U62171_0,B1,01/06/2022 17:41:37
G004,粤U62171_0,B1,02/06/2022 17:54:00
G005,粤U62171_0,B1,02/06/2022 17:56:44
G005,粤U62171_0,B1,03/06/2022 21:27:00
G006,粤U62171_0,B1,03/06/2022 21:30:44
G004,粤U62171_0,B1,04/06/2022 21:00:00
G005,粤U62171_0,B1,04/06/2022 21:01:19
G008,闽X81384_2,B2,01/06/2022 19:08:00
G009,闽X81384_2,B2,01/06/2022 19:11:09
G001,闽X81384_2,B2,04/06/2022 11:40:00
G002,闽X81384_2,B2,04/06/2022 11:41:09
G003,闽X81384_2,B2,04/06/2022 11:42:33
G004,闽X81384_2,B2,04/06/2022 11:44:09
G005,闽X81384_2,B2,04/06/2022 11:47:04
G006,闽X81384_2,B2,04/06/2022 11:51:34
G007,闽X81384_2,B2,04/06/2022 11:53:37
G008,闽X81384_2,B2,04/06/2022 11:56:54
G009,闽X81384_2,B2,04/06/2022 11:59:28
G010,闽X81384_2,B2,04/06/2022 12:03:55
G011,闽X81384_2,B2,04/06/2022 12:05:24
G001,川Q55302_2,B3,01/06/2022 16:08:00
G002,川Q55302_2,B3,01/06/2022 16:09:50
G003,川Q55302_2,B3,01/06/2022 16:11:15
G004,川Q55302_2,B3,01/06/2022 16:13:08
G005,川Q55302_2,B3,01/06/2022 16:14:27
G006,川Q55302_2,B3,01/06/2022 16:17:50
G007,川Q55302_2,B3,01/06/2022 16:19:45
G008,川Q55302_2,B3,01/06/2022 16:25:51
G009,川Q55302_2,B3,01/06/2022 16:27:46
G001,川Q55302_2,B3,03/06/2022 18:37:00
G002,川Q55302_2,B3,03/06/2022 18:38:53
G003,川Q55302_2,B3,03/06/2022 18:40:10
G004,川Q55302_2,B3,03/06/2022 18:44:58
G005,川Q55302_2,B3,03/06/2022 18:47:47
G006,川Q55302_2,B3,03/06/2022 18:53:42
G007,川Q55302_2,B3,03/06/2022 18:59:22
G008,川Q55302_2,B3,03/06/2022 19:07:01
G009,川Q55302_2,B3,03/06/2022 19:11:34
G010,川Q55302_2,B3,03/06/2022 19:19:03
G011,川Q55302_2,B3,03/06/2022 19:24:09
G001,苏X40817_2,T1,02/06/2022 18:33:00
G002,苏X40817_2,T1,02/06/2022 18:35:17
G003,苏X40817_2,T1,02/06/2022 18:36:34
G004,苏X40817_2,T1,02/06/2022 18:39:19
G005,苏X40817_2,T1,02/06/2022 18:43:16
G006,苏X40817_2,T1,02/06/2022 18:49:23
G007,苏X40817_2,T1,02/06/2022 18:53:44
G008,苏X40817_2,T1,02/06/2022 19:00:17
G009,苏X40817_2,T1,02/06/2022 19:03:40
G010,苏X40817_2,T1,02/06/2022 19:15:21
G011,苏X40817_2,T1,02/06/2022 19:19:01
G001,苏X40817_2,T1,04/06/2022 17:43:00
G002,苏X40817_2,T1,04/06/2022 17:44:40
G003,苏X40817_2,T1,04/06/2022 17:45:57
G004,苏X40817_2,T1,04/06/2022 17:48:21
G005,苏X40817_2,T1,04/06/2022 17:52:04
G006,苏X40817_2,T1,04/06/2022 17:55:30
G007,苏X40817_2,T1,04/06/2022 17:58:42
G008,苏X40817_2,T1,04/06/2022 18:08:23
G009,苏X40817_2,T1,04/06/2022 18:13:28
G010,苏X40817_2,T1,04/06/2022 18:19:12
G011,苏X40817_2,T1,04/06/2022 18:21:29
G005,川Q09836_0,B1,01/06/2022 10:45:00
G006,川Q09836_0,B1,01/06/2022 10:51:20
G007,川Q09836_0,B1,01/06/2022 10:52:47
G008,川Q09836_0,B1,01/06/2022 10:56:09
G009,川Q09836_0,B1,01/06/2022 10:58:17
G009,川Q09836_0,B1,02/06/2022 07:05:00
G010,川Q09836_0,B1,02/06/2022 07:09:53
G011,川Q09836_0,B1,02/06/2022 07:14:23
G001,川Q09836_0,B1,04/06/2022 19:39:00
G002,川Q09836_0,B1,04/06/2022 19:40:51
G003,川Q09836_0,B1,04/06/2022 19:42:14
G004,川Q09836_0,B1,04/06/2022 19:44:23
G005,川Q09836_0,B1,04/06/2022 19:46:58
G006,川Q09836_0,B1,04/06/2022 19:54:25
G007,川Q09836_0,B1,04/06/2022 19:56:21
G008,川Q09836_0,B1,04/06/2022 20:01:16
G009,川Q09836_0,B1,04/06/2022 20:03:09
G010,川Q09836_0,B1,04/06/2022 20:08:18
G011,川Q09836_0,B1,04/06/2022 20:10:48
G001,苏U56109_0,B3,01/06/2022 07:41:00
G002,苏U56109_0,B3,01/06/2022 07:42:58
G003,苏U56109_0,B3,01/06/2022 07:46:01
G004,苏U56109_0,B3,01/06/2022 07:48:57
G005,苏U56109_0,B3,01/06/2022 07:51:24
G006,苏U56109_0,B3,01/06/2022 07:56:59
G007,苏U56109_0,B3,01/06/2022 07:59:56
G008,苏U56109_0,B3,01/06/2022 08:05:36
G009,苏U56109_0,B3,01/06/2022 08:08:10
G010,苏U56109_0,B3,01/06/2022 08:20:11
G011,苏U56109_0,B3,01/06/2022 08:23:45
G009,苏U56109_0,B3,02/06/2022 22:25:00
G010,苏U56109_0,B3,02/06/2022 22:28:44
G001,苏U56109_0,B3,03/06/2022 17:25:00
G002,苏U56109_0,B3,03/06/2022 17:26:35
G003,苏U56109_0,B3,03/06/2022 17:28:00
G004,苏U56109_0,B3,03/06/2022 17:32:28
G005,苏U56109_0,B3,03/06/2022 17:34:21
G006,苏U56109_0,B3,03/06/2022 17:43:27
G007,苏U56109_0,B3,03/06/2022 17:46:08
G008,苏U56109_0,B3,03/06/2022 17:49:58
G009,苏U56109_0,B3,03/06/2022 17:54:59
G002,苏U56109_0,B3,04/06/2022 19:49:00
G003,苏U56109_0,B3,04/06/2022 19:51:43
G004,苏U56109_0,B3,04/06/2022 19:55:18
G005,苏U56109_0,B3,04/06/2022 19:57:13
G001,闽L56761_1,B1,01/06/2022 18:58:00
G002,闽L56761_1,B1,01/06/2022 19:00:40
G003,闽L56761_1,B1,01/06/2022 19:02:28
G004,闽L56761_1,B1,01/06/2022 19:06:01
G005,闽L56761_1,B1,01/06/2022 19:09:20
G006,闽L56761_1,B1,01/06/2022 19:16:12
G007,闽L56761_1,B1,01/06/2022 19:18:22
G008,闽L56761_1,B1,01/06/2022 19:22:51
G009,闽L56761_1,B1,01/06/2022 19:25:39
G010,闽L56761_1,B1,01/06/2022 19:37:47
G011,闽L56761_1,B1,01/06/2022 19:41:38
G006,闽L56761_1,B1,02/06/2022 17:41:00
G007,闽L56761_1,B1,02/06/2022 17:42:36
G007,闽L56761_1,B1,04/06/2022 09:06:00
G008,闽L56761_1,B1,04/06/2022 09:10:15
G009,闽L56761_1,B1,04/06/2022 09:12:29
G010,闽L56761_1,B1,04/06/2022 09:19:52
G001,浙G79242_2,T1,01/06/2022 18:22:00
G002,浙G79242_2,T1,01/06/2022 18:23:28
G003,浙G79242_2,T1,01/06/2022 18:25:28
G004,浙G79242_2,T1,01/06/2022 18:29:59
G005,浙G79242_2,T1,01/06/2022 18:32:54
G006,浙G79242_2,T1,01/06/2022 18:43:19
G007,浙G79242_2,T1,01/06/2022 18:46:17
G008,浙G79242_2,T1,01/06/2022 18:49:56
G009,浙G79242_2,T1,01/06/2022 18:52:49
G010,浙G79242_2,T1,01/06/2022 18:58:47
G011,浙G79242_2,T1,01/06/2022 19:02:29
G001,浙G79242_2,T1,03/06/2022 18:02:00
G002,浙G79242_2,T1,03/06/2022 18:04:15
G003,浙G79242_2,T1,03/06/2022 18:06:54
G004,浙G79242_2,T1,03/06/2022 18:09:28
G005,浙G79242_2,T1,03/06/2022 18:12:06
G006,浙G79242_2,T1,03/06/2022 18:16:25
G007,浙G79242_2,T1,03/06/2022 18:19:02
G008,浙G79242_2,T1,03/06/2022 18:27:16
G009,浙G79242_2,T1,03/06/2022 18:30:28
G010,浙G79242_2,T1,03/06/2022 18:37:46
G011,浙G79242_2,T1,03/06/2022 18:40:40
G001,闽E87934_0,B1,01/06/2022 18:53:00
G002,闽E87934_0,B1,01/06/2022 18:54:56
G003,闽E87934_0,B1,01/06/2022 18:56:13
G004,闽E87934_0,B1,01/06/2022 18:59:23
G005,闽E87934_0,B1,01/06/2022 19:01:24
G006,闽E87934_0,B1,01/06/2022 19:07:47
G007,闽E87934_0,B1,01/06/2022 19:12:30
G008,闽E87934_0,B1,01/06/2022 19:19:53
G009,闽E87934_0,B1,01/06/2022 19:23:14
G010,闽E87934_0,B1,01/06/2022 19:30:29
G011,闽E87934_0,B1,01/06/2022 19:33:17
G001,闽E87934_0,B1,04/06/2022 10:48:00
G002,闽E87934_0,B1,04/06/2022 10:48:46
G003,闽E87934_0,B1,04/06/2022 10:49:57
